시설명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
성주초등학교,경기도,부천시,경기도 부천시 소사구 성주로 118,경기도 부천시 소사구 송내동 475,37.47845899,126.7696295,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
성곡초등학교7,경기도,부천시,경기도 부천시 오정구 여월로 75,경기도 부천시 오정구 여월동 324,37.5129789,126.8056547,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
성곡초등학교6,경기도,부천시,경기도 부천시 오정구 여월로 75,경기도 부천시 오정구 여월동 324,37.5129789,126.8056547,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
성곡초등학교5,경기도,부천시,경기도 부천시 오정구 여월로 75,경기도 부천시 오정구 여월동 324,37.5129789,126.8056547,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
성곡초등학교4,경기도,부천시,경기도 부천시 오정구 여월로 75,경기도 부천시 오정구 여월동 327,37.5129789,126.8056547,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
성곡초등학교3,경기도,부천시,경기도 부천시 오정구 여월로 75,경기도 부천시 오정구 여월동 324,37.5129789,126.8056547,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
성곡초등학교2,경기도,부천시,경기도 부천시 오정구 여월로 75,경기도 부천시 오정구 여월동 320,37.5129789,126.8056547,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
성곡초등학교1,경기도,부천시,경기도 부천시 오정구 여월로 75,경기도 부천시 오정구 여월동 320,37.5129789,126.8056547,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
석천초등학교,경기도,부천시,경기도 부천시 원미구 계남로 29,경기도 부천시 원미구 상동 629,37.51058105,126.7522971,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
상지초등학교,경기도,부천시,경기도 부천시 원미구 장말로 189,경기도 부천시 원미구 중동 758,37.49402063,126.7634728,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
상일초등학교,경기도,부천시,경기도 부천시 원미구 조마루로 57,경기도 부천시 원미구 상동 550-5,37.50180265,126.7504011,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
상인초등학교,경기도,부천시,경기도 부천시 원미구 도약로 61,경기도 부천시 원미구 상동 629,37.51280378,126.756348,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
상원초등학교2,경기도,부천시,경기도 부천시 원미구 부흥로 93,경기도 부천시 원미구 상동 570-7,37.4982718,126.7532784,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
상원초등학교1,경기도,부천시,경기도 부천시 원미구 부흥로 93,경기도 부천시 원미구 상동 635,37.4982718,126.7532784,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
상미초등학교,경기도,부천시,경기도 부천시 원미구 상이로 64,경기도 부천시 원미구 상동 588-7,37.49472737,126.7445622,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
상동초등학교2,경기도,부천시,경기도 부천시 원미구 부흥로 70,경기도 부천시 원미구 상동 571-10,37.49687044,126.750177,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
상동초등학교1,경기도,부천시,경기도 부천시 원미구 부흥로 70,경기도 부천시 원미구 상동 468,37.49687044,126.750177,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
상도초등학교,경기도,부천시,경기도 부천시 원미구 장말로 149,경기도 부천시 원미구 상동 418,37.49448521,126.7592496,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부천초등학교,경기도,부천시,경기도 부천시 원미구 평천로 670,경기도 부천시 원미구 약대동 29,37.5141701,126.7648576,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
중원초등학교3,경기도,부천시,경기도 부천시 원미구 석천로 273,경기도 부천시 원미구 중동 1228,37.51207326,126.7637621,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
중원초등학교2,경기도,부천시,경기도 부천시 원미구 석천로 273,경기도 부천시 원미구 중동 1228,37.51207326,126.7637621,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
중원초등학교1,경기도,부천시,경기도 부천시 원미구 석천로 273,경기도 부천시 원미구 중동 1228,37.51207326,126.7637621,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
중앙초등학교,경기도,부천시,경기도 부천시 원미구 옥산로 30,경기도 부천시 원미구 중동 1275,37.4964992,126.7818257,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
일신초등학교2,경기도,부천시,경기도 부천시 소사구 범안로96번길 26,경기도 부천시 소사구 범박동 153-8,37.47362374,126.8070012,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
일신초등학교1,경기도,부천시,경기도 부천시 소사구 범안로96번길 26,경기도 부천시 소사구 범박동 153-8,37.47362374,126.8070012,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
원일초등학교,경기도,부천시,경기도 부천시 오정구 소사로819번길 46,경기도 부천시 오정구 원종동 105-7,37.53034695,126.802763,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
역곡초등학교2,경기도,부천시,경기도 부천시 원미구 역곡로65번길 12,경기도 부천시 원미구 역곡동 257-3,37.49083071,126.8074876,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
역곡초등학교1,경기도,부천시,경기도 부천시 원미구 역곡로65번길 12,경기도 부천시 원미구 역곡동 178-26,37.49083071,126.8074876,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
여월초등학교,경기도,부천시,경기도 부천시 오정구 성곡로63번길 23,경기도 부천시 오정구 여월동 194,37.51813266,126.7966782,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
양지초등학교2,경기도,부천시,경기도 부천시 소사구 안곡로 130,경기도 부천시 소사구 괴안동 47,37.48059692,126.815527,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
양지초등학교1,경기도,부천시,경기도 부천시 소사구 안곡로 130,경기도 부천시 소사구 괴안동 209-11,37.48059692,126.815527,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
신흥초등학교,경기도,부천시,경기도 부천시 원미구 길주로391번길 71,경기도 부천시 원미구 도당동 267,37.50640474,126.7847155,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
수주초등학교,경기도,부천시,경기도 부천시 오정구 고강로 99,경기도 부천시 오정구 고강동 275-15,37.53127063,126.8149996,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
송일초등학교2,경기도,부천시,경기도 부천시 소사구 경인로60번길19,경기도 부천시 소사구 송내동 473,37.48301885,126.7624605,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
송일초등학교1,경기도,부천시,경기도 부천시 소사구 경인로60번길19,경기도 부천시 소사구 송내동 393-3,37.48301885,126.7624605,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
삼정초등학교,경기도,부천시,경기도 부천시 오정구 중동로 436,경기도 부천시 오정구 삼정동 335,37.51865966,126.770841,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부천북초등학교,경기도,부천시,경기도 부천시 원미구 원미로131번길 35,경기도 부천시 원미구 원미동 99-1,37.49366399,126.7881521,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부흥초등학교3,경기도,부천시,경기도 부천시 원미구 계남로 154,경기도 부천시 원미구 중동 1041,37.50756926,126.7663526,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부흥초등학교2,경기도,부천시,경기도 부천시 원미구 계남로 154,경기도 부천시 원미구 중동 1230,37.50756926,126.7663526,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부흥초등학교1,경기도,부천시,경기도 부천시 원미구 계남로 154,경기도 부천시 원미구 중동 1230,37.50756926,126.7663526,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부안초등학교,경기도,부천시,경기도 부천시 소사구 경인로484번길 75,경기도 부천시 소사구 괴안동 106-1,37.48009557,126.8119637,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부곡초등학교3,경기도,부천시,경기도 부천시 원미구 부흥로272번길 31,경기도 부천시 원미구 중동 1269-1,37.49408365,126.7731885,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부곡초등학교2,경기도,부천시,경기도 부천시 원미구 부흥로272번길 31,경기도 부천시 원미구 중동 1269-1,37.49408365,126.7731885,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부곡초등학교1,경기도,부천시,경기도 부천시 원미구 부흥로272번길 31,경기도 부천시 원미구 중동 1269-1,37.49408365,126.7731885,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부천동초등학교,경기도,부천시,경기도 부천시 원미구 지봉로51번길 22,경기도 부천시 원미구 역곡동 29-22,37.4879373,126.8038687,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
덕산초등학교,경기도,부천시,경기도 부천시 오정구 오정로252번길 91,경기도 부천시 오정구 오정동 113-2,37.52986362,126.7907569,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
대명초등학교2,경기도,부천시,경기도 부천시 오정구 성오로 160,경기도 부천시 오정구 원종동 463-5,37.52825675,126.7973557,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
대명초등학교1,경기도,부천시,경기도 부천시 오정구 성오로 160,경기도 부천시 오정구 오정동 131-3,37.52825675,126.7973557,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부천남초등학교2,경기도,부천시,경기도 부천시 소사구 성주로270번길 16-1,경기도 부천시 소사구 심곡본동 563,37.48117626,126.7829631,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부천남초등학교1,경기도,부천시,경기도 부천시 소사구 성주로270번길 16-1,경기도 부천시 소사구 심곡본동 563,37.48117626,126.7829631,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부일초등학교2,경기도,부천시,경기도 부천시 원미구 원미로182번길 31,경기도 부천시 원미구 원미동 1-10,37.49852357,126.7946906,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부일초등학교1,경기도,부천시,경기도 부천시 원미구 원미로182번길 31,경기도 부천시 원미구 원미동 1-7,37.49852357,126.7946906,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부인초등학교,경기도,부천시,경기도 부천시 원미구 신상로 16,경기도 부천시 원미구 상동 473,37.4897918,126.7487411,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부원초등학교4,경기도,부천시,경기도 부천시 소사구 호현로447번길14,경기도 부천시 소사구 소사본동 143-26,37.4781892,126.7913921,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부원초등학교3,경기도,부천시,경기도 부천시 소사구 호현로447번길14,경기도 부천시 소사구 소사본동 144-8,37.4781892,126.7913921,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부원초등학교2,경기도,부천시,경기도 부천시 소사구 호현로447번길14,경기도 부천시 소사구 소사본동 290-27,37.4781892,126.7913921,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부원초등학교1,경기도,부천시,경기도 부천시 소사구 호현로447번길14,경기도 부천시 소사구 소사본동 290-27,37.4781892,126.7913921,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부명초등학교,경기도,부천시,경기도 부천시 원미구 조마루로 200,경기도 부천시 원미구 중동 1254,37.49782823,126.7652584,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부광초등학교2,경기도,부천시,경기도 부천시 원미구 석천로209번길 40,경기도 부천시 원미구 중동 1229-1,37.50703534,126.7621627,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
부광초등학교1,경기도,부천시,경기도 부천시 원미구 석천로209번길 40,경기도 부천시 원미구 중동 1229,37.50703534,126.7621627,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
복사초등학교2,경기도,부천시,경기도 부천시 소사구 소사로 96,경기도 부천시 소사구 소사본동 326-1,37.46711674,126.7991642,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
복사초등학교1,경기도,부천시,경기도 부천시 소사구 소사로 96,경기도 부천시 소사구 소사본동 404,37.46711674,126.7991642,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
범박초등학교2,경기도,부천시,경기도 부천시 소사구 범박로 1,경기도 부천시 소사구 범박동 155-4,37.47027535,126.8113777,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
범박초등학교1,경기도,부천시,경기도 부천시 소사구 범박로 1,경기도 부천시 소사구 범박동 47-2,37.47027535,126.8113777,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
동산초등학교,경기도,부천시,경기도 부천시 오정구 오정로251번길 50,경기도 부천시 오정구 오정동 727,37.53145027,126.7851807,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
동곡초등학교2,경기도,부천시,경기도 부천시 원미구 안곡로 248,경기도 부천시 원미구 역곡동 24-67,37.49059097,126.8167923,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
동곡초등학교1,경기도,부천시,경기도 부천시 원미구 안곡로 248,경기도 부천시 원미구 역곡동 227,37.49059097,126.8167923,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
도원초등학교,경기도,부천시,경기도 부천시 소사구 마니로 13,경기도 부천시 소사구 심곡본동 819-1,37.47707264,126.7729533,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
도당초등학교3,경기도,부천시,경기도 부천시 원미구 삼작로268번길 21,경기도 부천시 원미구 도당동 109,37.51883136,126.7920021,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
도당초등학교2,경기도,부천시,경기도 부천시 원미구 삼작로268번길 21,경기도 부천시 원미구 도당동 4-8,37.51883136,126.7920021,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
도당초등학교1,경기도,부천시,경기도 부천시 원미구 삼작로268번길 21,경기도 부천시 원미구 도당동 201,37.51883136,126.7920021,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
까치울초등학교2,경기도,부천시,경기도 부천시 오정구 역곡로324번길 14,경기도 부천시 오정구 작동 122-3,37.51376391,126.8141972,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
까치울초등학교1,경기도,부천시,경기도 부천시 오정구 역곡로324번길 14,경기도 부천시 오정구 작동 122-3,37.51376391,126.8141972,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
고강초등학교2,경기도,부천시,경기도 부천시 오정구 역곡로482번길 57,경기도 부천시 오정구 고강동 507,37.52727037,126.820188,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
고강초등학교1,경기도,부천시,경기도 부천시 오정구 역곡로482번길 57,경기도 부천시 오정구 고강동 492,37.52727037,126.820188,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
계남초등학교3,경기도,부천시,경기도 부천시 원미구 조마루로 255,경기도 부천시 원미구 중동 1180-1,37.49897618,126.7721066,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
계남초등학교2,경기도,부천시,경기도 부천시 원미구 조마루로 255,경기도 부천시 원미구 중동 1260-1,37.49897618,126.7721066,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
계남초등학교1,경기도,부천시,경기도 부천시 원미구 조마루로 255,경기도 부천시 원미구 중동 1260-1,37.49897618,126.7721066,경기도 부천시청,032-625-3843,2025-11-07,3860000,경기도 부천시
토현초등학교,부산광역시,연제구,부산광역시 연제구 토현로 48,부산광역시 연제구 연산동 2219-1,35.18129174,129.1117661,부산광역시 연제구청,051-665-4554,2025-11-06,3370000,부산광역시 연제구
과정초등학교,부산광역시,연제구,부산광역시 연제구 고분로 246,부산광역시 연제구 연산동 482-5,35.18436396,129.1090922,부산광역시 연제구청,051-665-4554,2025-11-06,3370000,부산광역시 연제구
연천초등학교,부산광역시,연제구,부산광역시 연제구 과정로225번길 46,부산광역시 연제구 연산동 378-11,35.18621999,129.1004919,부산광역시 연제구청,051-665-4554,2025-11-06,3370000,부산광역시 연제구
연일초등학교,부산광역시,연제구,부산광역시 연제구 고분로 127,부산광역시 연제구 연산동 374-4,35.18587667,129.0963841,부산광역시 연제구청,051-665-4554,2025-11-06,3370000,부산광역시 연제구
연동초등학교,부산광역시,연제구,부산광역시 연제구 고분로56번길 40,부산광역시 연제구 연산동 799,35.18393246,129.0884679,부산광역시 연제구청,051-665-4554,2025-11-06,3370000,부산광역시 연제구
동명초등학교,부산광역시,연제구,부산광역시 연제구 쌍미천로44번길 2,부산광역시 연제구 연산동 2145-21,35.17698481,129.0897228,부산광역시 연제구청,051-665-4554,2025-11-06,3370000,부산광역시 연제구
연미초등학교,부산광역시,연제구,부산광역시 연제구 금련로38번길 84,부산광역시 연제구 연산동 1824-60,35.17070549,129.0921122,부산광역시 연제구청,051-665-4554,2025-11-06,3370000,부산광역시 연제구
연산초등학교,부산광역시,연제구,부산광역시 연제구 월드컵대로 41,부산광역시 연제구 연산동 774-1,35.17826118,129.0841247,부산광역시 연제구청,051-665-4554,2025-11-06,3370000,부산광역시 연제구
연제초등학교,부산광역시,연제구,부산광역시 연제구 중앙대로1065번길 14,부산광역시 연제구 연산동 1300,35.18405401,129.0778742,부산광역시 연제구청,051-665-4554,2025-11-06,3370000,부산광역시 연제구
연신초등학교,부산광역시,연제구,부산광역시 연제구 신금로23번길 30,부산광역시 연제구 연산동 302-1,35.19248231,129.0931595,부산광역시 연제구청,051-665-4554,2025-11-06,3370000,부산광역시 연제구
연서초등학교,부산광역시,연제구,부산광역시 연제구 거제천로270번길 30,부산광역시 연제구 연산동 583-3,35.19095316,129.0866023,부산광역시 연제구청,051-665-4554,2025-11-06,3370000,부산광역시 연제구
거제초등학교,부산광역시,연제구,부산광역시 연제구 해맞이로 39,부산광역시 연제구 거제동 676-152,35.17807396,129.0675717,부산광역시 연제구청,051-665-4554,2025-11-06,3370000,부산광역시 연제구
창신초등학교,부산광역시,연제구,부산광역시 연제구 종합운동장로12번길 15,부산광역시 연제구 거제동 897-3,35.19281291,129.0658519,부산광역시 연제구청,051-665-4554,2025-11-06,3370000,부산광역시 연제구
남문초등학교,부산광역시,연제구,부산광역시 연제구법원북로 23,부산광역시 연제구 거제동 1474,35.19423483,129.0695559,부산광역시 연제구청,051-665-4554,2025-11-06,3370000,부산광역시 연제구
부산교육대학교 부설초등학교,부산광역시,연제구,부산광역시 연제구 교대로 48,부산광역시 연제구 거제동 322-1,35.19392436,129.0755414,부산광역시 연제구청,051-665-4554,2025-11-06,3370000,부산광역시 연제구
거학초등학교,부산광역시,연제구,부산광역시 연제구 교대로24번길 36,부산광역시 연제구 거제동 240,35.19747831,129.0768246,부산광역시 연제구청,051-665-4554,2025-11-06,3370000,부산광역시 연제구
수성초등학교 횡단보도 옐로카펫,부산광역시,동구,부산광역시 동구 망양로 807,부산광역시 동구 수정동 488-3,35.134538,129.0427196,부산광역시 동구청,051-440-4554,2025-11-24,3270000,부산광역시 동구
동일중앙초등학교 횡단보도 옐로카펫,부산광역시,동구,부산광역시 동구 구봉로 46,부산광역시 동구 수정동 1073-1,35.12451406,129.036772,부산광역시 동구청,051-440-4554,2025-11-24,3270000,부산광역시 동구
초량초등학교 횡단보도 옐로카펫,부산광역시,동구,부산광역시 동구 초량상로 49,부산광역시 동구 초량동 994-13,35.11571241,129.0363325,부산광역시 동구청,051-440-4554,2025-11-24,3270000,부산광역시 동구
범일초등학교 횡단보도 옐로카펫,부산광역시,동구,부산광역시 동구 증산서로 55,부산광역시 동구 범일동 1411-3,35.13957208,129.0496524,부산광역시 동구청,051-440-4554,2025-11-24,3270000,부산광역시 동구
수정초등학교 정문 횡단보도 옐로카펫,부산광역시,동구,부산광역시 동구 진성로 29,부산광역시 동구 수정동 464-2,35.13126429,129.046761,부산광역시 동구청,051-440-4554,2025-11-24,3270000,부산광역시 동구
봉래초등학교,서울특별시,중구,서울특별시 중구 손기정로73,서울특별시 중구 만리동2가 2,37.555694,126.963485,서울특별시 중구청 교통행정과,02-3396-6212,2025-12-01,3010000,서울특별시 중구
서울시청직장어린이집,서울특별시,중구,서울특별시 중구 덕수궁길15,서울특별시 중구 서소문동 37,37.56455419,126.9756136,서울특별시 중구청 교통행정과,02-3396-6212,2025-12-01,3010000,서울특별시 중구
신일유치원,서울특별시,중구,서울특별시 중구 동호로10길 27,서울특별시 중구 신당동 347-298,37.55539072,127.011863,서울특별시 중구청 교통행정과,02-3396-6212,2025-12-01,3010000,서울특별시 중구
흥인초등학교,서울특별시,중구,서울특별시 중구 청구로6길 11,서울특별시 중구 신당동 292-66,37.56087001,127.0145555,서울특별시 중구청 교통행정과,02-3396-6212,2025-12-01,3010000,서울특별시 중구
충무초등학교,서울특별시,중구,서울특별시 중구 퇴계로50길 13,서울특별시 중구 장충동2가 173-7,37.56194948,127.0012351,서울특별시 중구청 교통행정과,02-3396-6212,2025-12-01,3010000,서울특별시 중구
청구초등학교,서울특별시,중구,서울특별시 중구 다산로170,서울특별시 중구 신당동 330-2,37.55911668,127.0137244,서울특별시 중구청 교통행정과,02-3396-6212,2025-12-01,3010000,서울특별시 중구
신당초등학교,서울특별시,중구,서울특별시 중구 난계로141,서울특별시 중구 신당동 161-2,37.56362621,127.0236731,서울특별시 중구청 교통행정과,02-3396-6212,2025-12-01,3010000,서울특별시 중구
남산초등학교,서울특별시,중구,서울특별시 중구 퇴계로22길 17,서울특별시 중구 남산동2가 2,37.55978374,126.9867767,서울특별시 중구청 교통행정과,02-3396-6212,2025-12-01,3010000,서울특별시 중구
광희초등학교,서울특별시,중구,서울특별시 중구 다산로269,서울특별시 중구 신당동 254-16,37.56729928,127.0156879,서울특별시 중구청 교통행정과,02-3396-6212,2025-12-01,3010000,서울특별시 중구
옥포초등학교,경상남도,거제시,경상남도 거제시 옥포로13길 12 (옥포동) 옥포초등학교,경상남도 거제시 옥포동 539-1 옥포초등학교,34.89234918,128.6897924,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
장목초등학교,경상남도,거제시,경상남도 거제시 거제북로 1220 장목초등학교,경상남도 거제시 장목면 장목리 325-1 장목초등학교,34.9921449,128.6819596,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
거제애광학교,경상남도,거제시,경상남도 거제시 거제대로 3063 (장승포동) 거제도애광원,경상남도 거제시 장승포동 521-4 거제도애광원,34.86774812,128.7214318,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
하청초등학교,경상남도,거제시,경상남도 거제시 하청로 22 하청초등학교,경상남도 거제시 하청면 하청리 661-3 하청초등학교,34.95583445,128.6552508,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
창호초등학교,경상남도,거제시,경상남도 거제시 가조로 1281-16 창호초등학교,경상남도 거제시 사등면 창호리 761 창호초등학교,34.95550622,128.520494,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
오량초등학교,경상남도,거제시,경상남도 거제시 거제남서로 5405 오량초등학교,경상남도 거제시 사등면 덕호리 14-1 오량초등학교,34.88655729,128.4822309,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
연초초등학교,경상남도,거제시,경상남도 거제시 거제대로 4280 연초초등학교,경상남도 거제시 연초면 죽토리 1131 연초초등학교,34.91207574,128.6520643,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
아주초등학교,경상남도,거제시,경상남도 거제시 탑곡로4길 24 (아주동) 아주초등학교,경상남도 거제시 아주동 352-4 아주초등학교,34.86446676,128.6923575,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
숭덕초등학교,경상남도,거제시,경상남도 거제시 거제남서로 4720 숭덕초등학교,경상남도 거제시 둔덕면 술역리 94 숭덕초등학교,34.83649439,128.4964783,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
국산초등학교,경상남도,거제시,경상남도 거제시 국산1길 2 (옥포동) 국산초등학교,경상남도 거제시 옥포동 919 국산초등학교,34.89669905,128.6940575,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
거제초등학교,경상남도,거제시,경상남도 거제시 읍내로2길 20 거제초등학교,경상남도 거제시 거제면 동상리 415 거제초등학교,34.85083245,128.5911969,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
양정초등학교,경상남도,거제시,경상남도 거제시 양정2길 15 (양정동) 양정초등학교,경상남도 거제시 양정동 90-2 양정초등학교,34.87173985,128.6512355,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
성미유치원,경상남도,거제시,경상남도 거제시 거제중앙로19길 18 (고현동) 성미유치원,경상남도 거제시 고현동 755-7 고현천주교회 성미유치원,34.8853743,128.6224327,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
고현유치원,경상남도,거제시,경상남도 거제시 계룡로11길 15 (고현동) 고현유치원,경상남도 거제시 고현동 574 대한예수교장로회복지선교회 고현유치원,34.88237934,128.6192783,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
거제유치원,경상남도,거제시,경상남도 거제시 국산로 147 (옥포동) 거제유치원,경상남도 거제시 옥포동 1118-31 거제유치원,34.89916207,128.6929368,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
오비초등학교,경상남도,거제시,경상남도 거제시 오비5길 21 오비초등학교,경상남도 거제시 연초면 오비리 657-1 오비초등학교,34.92231927,128.6219979,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
일운초등학교,경상남도,거제시,경상남도 거제시 지세포로 74 일운초등학교,경상남도 거제시 일운면 지세포리 745-1 일운초등학교,34.82838175,128.7057331,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
진목초등학교,경상남도,거제시,경상남도 거제시 진목1길 101 (옥포동) 진목초등학교,경상남도 거제시 옥포동 1272-3 진목초등학교,34.90163707,128.6840575,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
장승포초등학교,경상남도,거제시,경상남도 거제시 신부로1길 19 (장승포동) 장승포초등학교,경상남도 거제시 장승포동 319 장승포초등학교,34.86987849,128.7288769,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
마전초등학교,경상남도,거제시,경상남도 거제시 마전2길 3-4 (장승포동) 마전초등학교,경상남도 거제시 장승포동 613 마전초등학교,34.86000787,128.7203649,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
양지초등학교,경상남도,거제시,경상남도 거제시 장평1로 170 (장평동) 양지초등학교,경상남도 거제시 장평동 665-3 양지초등학교,34.89155773,128.6026004,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
용소초등학교,경상남도,거제시,경상남도 거제시 용소1길 35-5 용소초등학교,경상남도 거제시 아주동 산40-1번지,34.87393193,128.6872037,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
능포초등학교,경상남도,거제시,경상남도 거제시 능포로 208 (능포동) 능포초등학교,경상남도 거제시 능포동 440 능포초등학교,34.88097109,128.7371196,경상남도 거제시청,055-639-4494,2025-12-04,5370000,경상남도 거제시
